,message,label
12144,"All if a sudden the last few days, I have no bars on my phone. This is not an unfit problem as others on your network are experiencing the same issues. I work from home in my phone  and this is unacceptable. What is going on",0
19170,looking to remove the 'Sprint Complete - protection for smartphone - Includes insurance' from DIGIT_REDACTION on my account,0
32490,Need to pay a bill for my daughter. I have all her info ,0
20670,Hi! Can you help me get started with my new phone?,0
30444,I would like to discontinue the insurance on of the phones on my plan. ,0
6687,my phone doesn't ring when people call and it doesn't let me hear when I call people.,0
5612,I need my account number ,0
9535,Factory reset,0
22628,Please cancel my plan,0
18372,Just Signed up for Hulu on Sprint.com yesterday. Followed the link and Hulu does not allow me to begin an account,0
39042,I need to remove the insurance from line ending in PIN_CODE,0
353,"offered assistance but declined/he even refused providing reason of this escalation

according to notes he is claiming that he did not get his E-GC for $25 and asking for a full nrd to be refunded he even threatened to take it further to his lawyer if issue is not resolve",0
39903,"Hi there, I'm Willie! I'd be happy to help.

I am going to be asking you a few questions to get a better understanding of your situation to get your issue resolved today

After i can let you know of all the great Benefits ""Sprint Complete MyHome"" offers for your Home electronics
",0
8721,She gave me a phone number to call.,0
3973,I need my account number and don’t have it for switching a line to a new carrier. I know my pin and when I tried to get through to call waited 10 mins then you guys disconnected the call! Can you provide my account number or call me at SSN9 please?,0
3277,I would like to take the insurance off on both of my phones ,0
35384,I order a new magic box expecting ,0
24509,??,0
31815,Back up data,0
18644,It says the Bluetooth has been deactivated on this device how do I get that turned back,0
677,Hello,0
37017,"I need internet service, now that Sprint and T Mobile joined, what are my options?",0
14960,Yes,0
3901,I lost 3 months pics in sprint storage . They were there ,0
11348,i want to activate my phone I put my number in and a code was suppose to com e but my ohine is not activated so how am i suppose to do that?,0
28284,Hi! Can you help me get started with my new phone?,0
29518,i want to remove insurance costs from some of my lines,0
12835,Can you explain why I have not had the insurance removed from line 1823 and not received compensation for paying for this insurance since Feb 2020 when I activated a new phone and told the representative I did not want the insurance any longer. I talked to  sprint about this last month and was told I would receive credit and this would be taken care of. As of today it still has not been done. I do not want to pay for this. ,0
13781,Upgrade?,0
36705,Text messages recieved are extremely delayed.,0
1530,Maybe ,0
27678,"When I try to make a call, I get a recording that the code I entered is invalid",0
2912,I need my phone replaces its broken ,0
41506,Wife lost phone. How do I replace?,0
10259,How do I register my devices ,0
15401,I accepted Sprint Complete by mistake. I do not want it and do not want to be charged. ,0
38323,Android phone keeps saying network not available after being in touch for awhile. ,0
31800,"Ok.  So l just got this phone 2 days now.  Am having issues with not seeing names of incoming call, only numbers. Why?",0
10818,"I just upgraded two of our phones on the Sprint app. I ordered the IPhone 11max and my husband ordered the Samsung S20 Plus. After I selected the Samsung, it suggested the Sprint complete protection for $19, but it was not offered on the IPhone. Shouldn’t the iPhone also be covered?",0
32912,Hi! Can you help me get started with my new phone?,0
24150,g r r r e a t ! ! ! !,0
8121,U to ,0
31014,"For the second time in a week's time, I am unable to access the sprint network ",0
33979,I need to change my password,0
33039,Hello. May I have some help with cancelling protection plans for two devices?,0
38013,I would like to remove Sprint Complete from all three lines on my account.,0
37623,Not ,1
23489,Take sprint complete off,0
25773,Why is my phone so slow?,0
13491,I need to activate my phone and get my icloud again ,0
14299,I was transferred here to remove insurance from one of the phones on my account ,0
15688,"I still need to cancel the insurance on my 2 devices, I no longer have them.",0
24556,"Hi, how much is it to replace the back glass of an iphone XS?",0
16595,Hello,0
17585,Thank you so much!!!,0
40226,Is there an app that will let me see on my phone from the TV?,0
6150,Can I see my children’s messages with the safe & track service?,0
17865,Hello i would like to cancel my insurance on lines 4705136137 and 6789530629,0
26373,How do I get my battery replaced,0
37449,Pay bill ,0
3779,How do I transfer my apps to my new phone?,0
10178,Hi,0
11062,T-Mobile email explained that I can change my plan or stay with the one I have.  What plans are now available?,0
12034,My gallery and apps did not transfer to my replacement phone,0
17139,I want to cancel sprint complete,0
8968,So I just realized my account with sprint complete has my old phone number how can I update it with my new number. The photos won’t upload,1
19607,Hello,0
10059,I would like to remove sprint complete from my account,0
30017,Why isn't my bill being paid from my attached account?,0
6977,Hi! Can you help me get started with my new phone?,0
13829,My screen wont let me touch it ,0
40748,"Hello, I am calling to get my laptop serviced",0
12972,"I broke my screen. Do I have coverage
",0
22675,Sabrina LAST_NAME McCoy ,0
23737,Hello,0
10939,Hello,0
36862,What will my total be at this point,0
8361,All done thank you ,1
30616,I would like to suspend phone SSN4.,0
27633,If I want to cancel a line do I have to go in or I can do it from the app? ,0
39694,I need to see about adding a wifi hot spot to our plan ,0
29810,How do I use AirPlay ,0
39366,She took her time and made sure my needs and concerns was taken care of ,1
17465,hello,0
23975,Ok so I was wondering because someone told me if I sign up all the electronics in my house are covered with insurance ,0
22240,My phone isn't working can't make calls,0
33324,Text,0
7800,hello. I want to know how to remove the insurance from one phone line,0
17567,Okay,0
39474,"I was just speaking with someone for the last couple hours on the phone, the call dropped, anyway to find that person again",0
13308,no thank you so much shes happy ,0
29104,I want to terminate this service,0
41581,we are unable to activate my son's replacement phone,0
25018,You welcome  and  thank you ,0
17955,I have noticed a charge for insurance that we never intended on getting for the new iPhone connected to number SSN3,0
23343,im all good,0
35028,I want to cancel safe and found,0
32234,Cancel msg. Thank you,1
38961,How can i fix the mobile data on my other line?,0
30032,I cant make calls,0
25532,i can't listen to my voicenails,0
32128,Block calls ,0
33153,i NEED TO REMOVE INSURANCE ON THIS LINE. wE never asked for it,0
3658,Hi! Can you help me get started with my new phone?,0
17031,Connection issues,0
12405,Why do I get my text messages twice?,0
34025,remove insurance,0
32454,Have a great weekend!,1
8104,How do I see and restore my pictutes,0
3048,I would like to remove sprint complete from my line as I did not request it to be added.,0
8780,My daughter told me she paid two hundred dollars for a Apple care and when I reviewed my account it show an additional 19/Month ,0
9366,Help! ,0
41177,I was just connected to your guys's staff about 10 minutes ago I had my phone stolen and I was under the impression of outright purchasing a brand new phone and you guys could hook me up to the system or whatever,0
38529,Hi! Can you help me get started with my new phone?,0
34804,I'm having a problem with my phone turning off apps everytime I switch  ,0
16733,cancel coverage,0
29684,How do I change the code for my lock screen?,0
24607,Hi I would like to cancel my insurance ,0
33167,10:14PMmy daughter is underage and activated it by mistake. I had it removed the same day but im still being charged,0
20652,Hi! I would like to cancel my insurances of 2 phones ,0
24011,Samsung Galaxy 8 plus,0
13463,"Hey Tech Expert, I have a question:",0
7117,Hello,0
41645,What is the number for customer service?,0
12073,I had to call and the issue is only partially resolved. I keep getting a network error. I can't use any mms and my internet isn't working. I've already tried the ##873283# then shutting it down for 5 minutes. ,0
20484,My Sprint Airwave 2.5 does not work,0
22407,hi,0
35813,"I would like to upgrade my phone, but there is a crack in the screen.  What are my options?",0
480,"Do I have free Hulu with my service plan, thank you ",0
18953,I am going to try it,1
21468,Thank you. On the phone with them now,1
27244,Please cancel the insurance on my tablet,0
5821,How to track my new phones arrival,0
41644,Hi! Can you help me get started with my new phone?,0
37625,I have a lte ,0
16310,I was supposed to be getting a new phone from Asurion but haven’t received it or any notifications that it has been sent.,0
7737,Did my device ship ,0
10192,Update my phone,0
20548,Hello. I would like to remove all 3 insurances from the 3 lines on my account ,0
17347,I need to cancel my sprint complete on 2 lines on my plan,0
21441,How do I re do my greeting for voicemail,0
34906,How do I activate my new phone?,0
245,Hi,0
1357,hi my tv isnt working color is realy bad how do i put a claim in,0
18750,Yall not no help,0
3803,7,1
22633,I need to cancel MyHome Prtoection,0
4265,I am leasing a used IPhone 8 Plus. I accidentally cracked my phone while cleaning it,0
12540,If I need a screen replacement where would I go?,0
29180,Don't like the new swapped out phobe too small,0
40092,How do I put my number back on this phone,0
8369,Slow mobile data speeds,0
32961,Hi my name is yandra ,0
12437,When trying to activate the replacementphone i get an error 112 message,0
5555,I can’t send photos from my iPhone to android devices ,0
29774,Hello I want to cancel my device insurance ,0
16782,I am on my work phone. I droped my personal phone (SSN5)  The screen is completely shattered and i need to get it fixed or replaced ,0
21141,Hello ,0
6996,Issue with texting ,0
14434,i have complaint,0
8912,Hi! Can you help me get started with my new phone?,0
21781,Please cancel sprint complete because you are charging me more than I agreed to,1
180,"Hey Tech Expert, I have a question:",0
34539,Unable to download mms messages ,0
41300,Schedule an appointment to get my phone fixed,0
19060,Has my order shipped,0
28533,"Yes!! 👍🏻👏🏻👏🏻she was very helpful, thank you!!👍🏻👏🏻👏🏻🙏🏼😇",1
31544,Hello,0
37541,I held on as instructed for 25 minutes you hung up.,1
294,Tabatha ,1
5888,Hello ,0
5923,Why is my phone so slow?,0
31998,"Hello, i am trying to request for someone to come out and look at my TV and computer. I am already signed up for the sprint complete my home program 
",0
11453,My phone is broken. ,0
24514,I was wondering what my sprint complete covers. Specifically a cracked screen watch,0
39994,"Hello. I had a big issue with a sprint store yesterday and I was hoping I can finally get some help. Yesterday I had an appointment at a sprint store to fix my cracked iPhone 11, (DIGIT_REDACTION. I had made the appt and drove an hour and a half to get there, just for them to be rude to me and deny me service because they did not have iPhone 11 screens in stock, meanwhile that was what the appointment was for and they made it seem like it was my fault.",0
19701,Sprint just had to replace my sim card. When i go to transfer old card to  new card it says it doesn't exist. ,0
32525,Help,0
3988,I have a TV in my living room that has stopped working. the screen went black all of a sudden and wont work. tv comes on but nothing but a black screen,0
17776,I want to add a line. The person has att how do I do this? How can I switch them over? ,0
10873,hi. the screen of our TV has broken and we can't see any picture anymore. how do we go about getting a new TV?,0
25248,I want to cancel the protection plan on one of my cell phones,0
32922,Hello I’m trying to remove the protection plan on my my line ,0
31863,Unable to send texts and calls dropping,0
24643,Please cancel sprint complete on line  (DIGIT_REDACTION,0
6333,What is my hotspot plan,0
23587,How to set up a lost device ,0
40866,"iTunes cannot connect 
",0
13835,"Account is inactivate
",0
19694,What does it mean there is a connectivity issue. Is my bill up to date?,0
15073,Repair service,0
34636,"I am terminating my ""Sprint Complete - protection for smartphone""",0
15086,Why is my phone switching to 3g all the time now? Is there a known issue in my area?,0
969,cancel sprint complete,1
6175,"Cancel sprint complete
",1
15932,I want to activate sprint complete storage ,0
35329,"Hello, I am trying to remove the phone protection on one of the lines on my account",0
5182,ios running 13.6 in developer or mac mode frustrating (deferred)(protobuf) open source,0
26329,How do I activate my new phone?,0
31960,Changed my password for my email and it won’t take the new one when I go into settings  .  ,0
2989,How to pay my bill ,0
25289,You too,0
2487,I will like to unsubscribe my sprint complete ,0
22212,Can I get help with my laptop,0
34708,"I have been having very poor cell and data service since your merger with TMobile.

I called about this problem 1 month ago. 

My phone often does not connect, or calls drop often. Also, i bounce between LTE, 3G, and no data very frequently.",0
21932,Hey there! My name is Riley and I'd be happy to help you!,0
35263,Phone staying on 3G network ,0
37048,Trying to set up hotspot,0
14811,Hello,0
17634,Yes ,0
24832,Thank you.,1
7528,Sorry ,1
18666,Hello I would like to remove the insurance I have on the Apple Watch please ,0
15941,Hello. I would like to remove the insurance plan for 2 of my phone lines ,1
13920,How do I activate my new phone?,0
15624,Hello,0
23032,What's my account number?,0
21661,How do I tell if a device is covered under Sprint Complete?,0
14761,Are you still doing the lease 18months on phones?,0
10387,Hello. I would like to cancel Sprint Complete on DIGIT_REDACTION on my account.,0
27825,I was connected over to get help with removing the $15.00 protection plan from both of my devices.,0
8364,Sorry. I got a call/text storm.,0
13975,Read text aloud,0
32007,Error code Calendar Invitation Error “Your response to the invitation cannot be sent” ,0
7340,How do you know if you have sprint complete?,0
17663,My text messages are not going through to certain people. Keeps say,0
10440,I was just reviewing my bill for this month and noticed there were things added to it that I did not add. “Sprint complete”.  ,0
20764,Why is my Internet so slow?,0
18490,"Hi there, I'm Darlene! I'd be happy to help Amber. So sorry for your long wait this evening.I see your still having issues with your data? Sorry your still having problems with your data let me look over the notes to see whats been going on and what you have tried ",0
27428,hello. I dont want to add the protection plan for my new phone,0
5157,Cant login to my account and changed my password now it says my password is wrong I fucking hate this service ,0
41547,Hello,0
34691,I’m in a contract with a iPhone SE I want to change it to a iPhone XR that I already have,0
20129,i am having trouble with my Samsung10e iit drops calls takes a long time to make a call and says i keep losing network connection can i talk to a tech agent,0
28587,Got dropped call,0
28545,Not receiving texts from t mobile users ,0
37285,I Would Like To Report A Claim For My IPhone X. It Has Blanked Out & Is Not Working.,0
30690,I was not suppose to have device protection on my account ,0
34293,I’m not having good service on one side of town ,0
23782,Just received my new Galaxy S10+ and would like to activate it and transfer all my contacts and apps from my current Galaxy S7,0
16921,When I put in IP_ADDRESS it said it was not valid someone might be using it to obtain my information ,0
40812,No,0
29992,need to check my bill,0
1643,hell,0
27432,Thanks,1
26558,Good evening. I am requesting to have the insurance on my phones removed.,0
22907,Please cancel the protection for this phone.,0
25012,Why is my phone on 3G when it should be on 4G?,0
14653,hello,0
38188,please remove the asurion insurance for all lines where the un solicited insurance is,0
4204,Hello,0
9314,I called about 1 month ago to cancel sprint complete on three phones on my account. It looks like only one was cancelled. I need sprint complete canceled on 402-707-2931 and 402-968-7150. Then I need you to credit my account. ,0
18745,device not charging,0
9324,Why does my phone say no network connection but wifi is connected?,0
19129,Does the line ending in PIN_CODE have insurance for a cracked screen? ,0
9633,I need to set up a repair appointment ,0
27461,I think my husband signed up for a free trial of complete myhome and we would like to cancel it.,0
11384,Help with a claim on a damaged phone,0
38750,Do I have Sprint Complete,0
30678,"Hello, thank you for contacting Sprint Tech Coach, my name is TreQuincy! I am happy to help you today :)  I hope you're having a great day so far! Thank you so much for your patience while waiting for an agent. We know your time is important. I see you have some issues.",0
17325,I'd like to remove the insurance from my account and also request a refund for the insurance that has been charged on my most recent bill. The insurance was added to bill without my approval or request.,0
11950,Hello,0
37616,"If I have sprint complete, and I have a crack on the back of my phone. How to I repair that? ",0
23963,"I’m having issues connecting to internet,reviving calls text messages picture messages everything ",0
10582,Hi! I need to set my esim up on my iPad Pro,0
3801,"Hi there, I'm Chris! I'd be happy to help. Who am I speaking with today?",0
5048,Hello! How do I start a claim for my laptop,0
41170,Hi! Can you help me get started with my new phone?,0
41751,Activate,0
33911,Watch set up,0
25786,SSN0,0
2666,Cancell phone insurance,0
104,I need an ins representative ,0
35293,My device is dropping calls ,0
10065,Hello I just noticed my screen is cracked on my s20 Plus what are my options I live about seventy miles away from the nearest store and I don't think that's the word does repairs anymore,0
3357,Pc,0
38265,Have a great day,1
37002,where do I find the data and apps page,0
22881,Hello ,0
40301,"When connected to mobile data, phone shows 3G instead of LTE.  Has been doing this for the last 3 days.  Why has this changed suddenly?",0
7343,Ok ,1
2776,"Pagar
",1
34188,Why does my phone keep dropping calls?,0
19048,Phone is t working properly. Apps close out.  The phone also lags,0
15926,Been trying to connect my new phone,0
28204,My Sprint cellular service is our.  What do I do?,0
34919,Where are my $100 gift cards I was supposed to get with my new activation?,0
26185,"Good Morning! Thank you for contacting Sprint Tech Coach, my name is David! I hope you're having a great day so far! . We know that your time is important. I see you have storage questions.",0
15728,Hey there! My name is Riley and I'd be happy to help you!,0
1861,Google is saying my account is not private,0
16898,Agent,0
41767,its still shwoing 295 ,0
25495,hello?,0
31127,Looking to cancel insurance on line ending PIN_CODE,0
33991,Hello. I just activated a new phone. I have a few questions. My blocked text messages...those can't be retrieved?,0
2369,I need to have Sprint Complete insurance cancelled on my accounts.,0
29874,Need to remove insurance ,0
39496,How do i go about buying more wifi this month since i am out,0
7990,Hello I’m just trying to clean up my phone a bit,0
2092,how can i upgrade my phone?,0
18671,I need to reactivate a number on my account ,0
40147,"Hello
How you doing?",0
35049,SSN3,0
10240,Speak spanish please,1
24968,The reserve line I would like to add imei CREDIT_CARD to that line,0
8347,I would like to cancel the sprint complete on DIGIT_REDACTION,0
26313,Thanks so much for the help,0
24841,I want to remove my insurance plan.,0
16705,Everyone I speak with says it soubds like I am in a tunnel. I am not sure why or what I do?,0
14917,"I cannot connect to data, voice or text on the network",0
16413,How do i enanle call screening ?,0
15209,want to remove Sprint complete from my bill,0
38015,Someone is using my number for different uses,0
8668,"Hi, regarding my complete storage app, is there a way it can back up my photos without having the app open ? ",0
40377,Pebble support,0
27217,remove insurenace,0
1556,Are you available to call,0
22292,Hello ,0
37464,How to make video calls with,0
7457,Lost phone,0
22571,"so I just tried to activeate the phone, and it said it was succesful but then it said it has not been activated",0
21048,Activate sim card,0
12550,When individuals call me my phone doesn’t ring but just goes right to voicemail. How do I get this to stop?,0
41775,how can i fix a crack on my screen?,0
20003,"How much does this cost now pro 
",0
19324,Ok. On the phone now with Sprint ,1
32807,"Hello, does sprint complete cover a screen repair on my phone? ",0
38361,I would like to cancel the insurance protection on my two new galaxy watches,0
170,Hello? ,0
21828,I do not get text messages or phone calls,0
22370,I would like to cancel my phone coverage,0
4275,My photos aren’t loading to the sprint compete. ,0
12266,Can you please cancel recurring payments on my card,0
4418,The Galaxy s9+ on the acct keeps power cycling. I reset it and it is still doing the same thing,0
23021,Hi,0
35610,Can someone help with a repair or replacement,0
21890,Okay you as well,0
30648,Why am I not receiving text messages from group chats that include a Samsung device? ,0
19013,Do I have hulu,0
39608,"Hi. I misunderstood the insurance cost when signing up, and need to remove it from my bill immediately ",0
7715,Am I eligible for a phone upgrade?,0
11957,My husband is having problems with his line ending in SSN0,0
38240,I'm trying to use safe and found its telling me my plan d,0
37215,"With the insurance I have, if I loose my phone, how much will the deductible be? ",0
115,Perfect. Thank you Katherynne. Have a great shift.,0
11864,yes,1
27615,How long do I have Sprint Complete? ,0
41395,Have replaced phone need it activated ,0
12879,I am trying to figure out if i have insurance on my phone or how to add it.,0
2379,Need to transfer data to a loaner phone from Asurion but not enough space on the loaner phone. Have to send in my phone to have the speaker repaired. Help,0
2170,I need to make an insurance claim,0
13063,How can I have my acono pribe,0
27581,Hi! Can you help me get started with my new phone?,0
16028,Phone wont call ,0
33646,Thank you ,0
25742,I would like to remove Sprint Complete and Sprint Plus from my plan.,0
25913,Is the system down ,0
35858,How do i unlock my device,0
22344,"I originally called because two services were added to my contract that I did not request. I had to go through two representatives over the course of an hour to have the charges removed. Both representatives instead of simply removing the charges as I asked, they continued with the sales pitch that I really did not have time for on a Sunday morning I’ve been with sprint since PIN_CODE And this experience was extremely aggravating.",0
37080,Hi I need technical support ,0
4486,Hi! Can you help me get started with my new phone?,0
28122,"Phone fluctuates charge percentage.  Battery health is 72%.  Phone will drop from 100% charge to 1% almost immediately, then we plugged in it jumps right back to a high charge.  Is this the battery or is the phone messing up?",0
1218,Incoming Calls are not getting thru ,0
12692,hi i would like to cancel the insurance on this line,0
26467,Please cancel my insurance ,0
9184,"My phone is roaming
",0
11121,thats it. thank you somuch,0
17919,Spam call blocker ,0
3785,I need to file a claim for a cracked screen,0
35556,Need help activating my new replacement phone ,0
15865,Or is it not active yet,0
28786,Android auto,0
22215,"I just got this message 

 SprintFreeMsg # SSN2 on 08/17/EMAIL_ADDRESS:31pm used 0.24 GB of 0.24 GB Data. Overage is $14.99/GB. Data resets 09/05/PIN_CODE",0
169,How do I activate my new phone?,0
10805,When i call a number it routes to a different number,0
33992,Hello ,0
39430,"Great, thank you, that's all",0
26671,VoLTE in Puerto Rico,0
24564,"Wondering if the towers are fixed yet, my phone is still not working properly ",0
29593,"My screen is cracked and it's making my phone un-usable, do I qualify to get my screen fixed for $29? ",0
40658,does this cover accidental damages?,0
7928,Hello I am activating new phones and I set them up wrong - my teens got the same phone but we set them up so the IMEI is associated with the wrong number. Can this be changed or do we need to redo the phones,0
8920,Change my sprint password and,0
30560,Some apps on my phone will not download they say I have to pay first to have them I’ve always had them so I’m trying to find out why now I can’t download them,0
15049,Hi! Can you help me get started with my new phone?,0
8305,She was awesome to talk to.,1
7542,i would like to cancel the two phone insurance plan,0
4936,"I was able to select the replacement device. the problem is, she wants to be copensated for the inconvience of not having her phone. ",0
34513,What.  Does.  IT.  Mean.  To.  Clear.  Storage.  Ca,0
12748,I would like to remove my Sprint complete protection from my account,0
20120,How do I activate my new phone?,0
19882,My daughters phone SSN9 can only be used if she has internet the cellular is not working,0
41504,Hello ,0
22726,How do i get the spam free app offered by t-mobile ,0
19275,Hi I’d like to remove my phone protection plan for my iPhone11 ,0
1113,All my apps and everything have transferred over but my cell service has not switched from my old phone to new,0
2436,I would like to cancel servic,1
13642,bought a spring i phone 11 in January.  I have sprint complete. I Cloud is full at 5 gb. I need to expand with the sprint complete to the unlimited--what do i do?,0
11645,My bars are not up all the way ,0
876,Trade in,0
27150,I would like to remove the insurance from the phone number ending in PIN_CODE,0
32840,My iphoneXR got washed in the close washer.  What should I do?,0
39403,I need to cancel the device protections on my phone plans,0
32133,How much is my bill ,0
26745,how do i block and unblock phone #'s against calls and text?,0
4420,"I have a not 8 but it wont allow mobile data, ie internet",0
10047,Alan,0
6074,Hello.  I have some questions about my coverage on Sprint Complete versus Sprint Complete MyHome,0
40041,My iPad screen is shattered ,0
2393,i would like to cancel protection coverage on 3 phones on my accoutn. i want to KEEP coverage on the other two phones. ,0
17010,"Hello,  some of my contacts numbers come up as restricted when they call. It's been happening since the merger ",0
15687,My active 2 watch is not staying charged,0
41104,hello,0
8311,Want to cancel insurance on both my phones 785-2219131 and 7852210044 ,0
24979,I would like to cancel spring complete on phone number DIGIT_REDACTION,0
12271,How do I take the automatic update off my phone,0
41515,I would like to find out the date that my home sprint complete was activated please,0
5003,Hello,0
28174,if I had given her the time I am sure she would have  ,0
25475,Hello,0
30150,Change number,0
26989,Hello I wanted to cancel an insurance I have on one of my lines ,0
33856,Cancel insurance on my mobile DIGIT_REDACTION.,0
26360,Yesterday I updated my phone and ever since I updated messenger in Facebook does not work,0
41099,What you have help for me WiFi’s wireless with my device phone 📱? No or yes ,0
32000,No mobile data here ,0
18385,"So I my tv isnt showing video. There is sound and graphics, but when i choose something to watch all i get is a black screen and sound",0
21669,Phone freezes after wifi switch to lte,0
4317,how can I stop a Third party charge ? ,0
2454,wait ,0
21320,Hello ,0
29321,Cellular doesn’t work after upgrade to iOS 13.6,0
15455,h9w can i locates my numbwrs ,0
20987,I wanna make a payment on my phone bill ,0
23287,i want to remove the sprint complete from my device,0
6738,Cancel protection on all devices,0
34983,Broken back glass iPhone 11 ,0
8921,I’d like to purchase my phones ,0
32658,Why isn't my phone ringing?,0
20452,Pedir extensión de pago ,0
15268,I just received my Galaxy note 10 back from repair with you guys and my S pen is missing,0
19943,I finish the claim already ~~~,0
40135,Billing issue ,0
17906,It shows I owe on this phone,0
1758,I already knew I needed an USB charger but to get one that fits my particular phone was my question.,0
26925,I'm having trouble making calls keep telling me there's no net work service ,0
38379,Why is my phone so slow and I have been getting drop calls now . ,0
25887,Can you please remove sprint complete protection and adjust my bill? I did not order this. ,0
33186,How do I activate my new phone?,0
15211,Hello questions on VPN,0
29344,How do I retrieve deleted text messages?,0
41654,Hello,0
17100,I can not get my cell phone t,0
17690,Claim question,0
5878,My phone keeps getting very hot ,0
31061,I need to file claim,0
3267,You too man thanks ,0
20837,Is there a virus support,0
7129,Can you tell me what phones I have that are lg,0
28573,So I called Asurian back again at the provided number. I have to do another claim and wait even longer! ,0
1727,I would like to cancel sprint complete protection from all lines on my plan,0
12685,I have sprint complete ... my phone is having a problem to hear when I answer a call.  I have spoken with iphone representative and they say I must have the phone checked by a technician at best buy.  would charges for repair be covered? ,0
8666,"I was working with chrstian yesterday for technical support at 10:00 am today. I am not , I do not understand computers very well and have not been able to continue our upgrading  or testing. The code I had yesterday was 873283. he was tracking for updates. Please  find him or someone else who is very patient and can call me on my cell phone. I prefer not to text. Thank you Leanne Corrie . My service is with Sprint.",0
28402,I want to remove my insurance,0
27391,Why isn’t my Apple Watch discounted like its supposed to?,0
22188,Hello. I would like to cancel my Sprint Complete Insurance plan for my phone.,0
25298,Hi I would like to remove the insurance on my phone.,0
2171,I have a question I have an Apple Watch and sometimes it doesn’t work right like wen I do t have my phone it won’t ring or I can’t send text messages ,0
37156,Ok,0
18355,The screen ending in PIN_CODE is cracked,0
8791,Hi,0
26086,I got double charged on my bill again,0
37889,Is my phone covered under warranty ,0
30212,Hi! Can you help me get started with my new phone?,0
8749,cancel my subscription,0
18376,Trying to cancel the isprint complete on DIGIT_REDACTION,0
34158,"Hi there, I'm TreQuincy. I appreciate you waiting to speak with me today.",0
27772,How do you backup sprint storage to my a t and t iPhone ,0
10195,how do i cancel insurance,0
40753,They told me I could transfer data from my old phone with this app. Why is this a chat app?,0
13885,Activate new phone ,0
24559,Hi! Can you help me get started with my new phone?,0
26055,How do I keep my pedometer on when I am exercising?,0
21529,"Hi,

SORRY, I missed your Callback!

Butt dialing elimination is the topic. Pushing the button on the right side of my iPhoneX, was suggested by Sprint Complete. Sadly it did not work? Any suggestions? 

Please text your ideas, as my Wife is not well tonight. THANKS,
Ed 
DIGIT_REDACTION
",0
37580,I need to cancel my subscription ,0
17261,Front camera quit working after screen,0
28675,Thanks,1
1882,It is 6:21 am Thursday now ,0
4635,please remove the decive protection plan on the 2 new phones I purchased last month.  I did not ask for this and secifically said I did not wit.  ,0
18304,my phone's microphones are damaged in the call they can't hear me,0
22281,I need to talk to cs tech about my sprint note 9,0
34152,"I need my service back on. I'll make remaining past due, 365.35 this Friday. ",0
24758,Hello I recently moved to North Carolina and I’m wondering if there’s a way to improve my service here it’s just for the number I’ve probided ,0
2059,How do I get my moms phone off disabled emergency mode,0
30053,Yes,1
9110,Trch support,0
26288,Need help... my phone has a really bad crack in the screen... Apple has been impossible to get in contact with ,0
28501,How do I know if my phone's been hacked?,0
19684,Have 2 kids tablets that have been dropped by accident and screens are restricting from operations ,0
25793,Problems with my phone,0
1413,Hi! Can you help me get started with my new phone?,0
37637,Hi i have a question,0
25365,Okay I tried a few minutes ago and no agent responded,0
25240,"Can you please remove the Hulu, Amazon prime etc from my bill? I'm still getting charged through my bank. Thanks",0
8308,Hello,0
13121,I don’t have a job right because of the coronavirus. Is there anyway you can add this bill on too next month bill because I am looking for a job right now,0
36872,Hi,0
7971,"Help,  can not connect  to internet after update last night. ",0
31135,"I'm having someone else pay my bill ,what would  they",0
36871,I need to cancel sprint complete,0
32024,My phone is constantly running hot,0
256,My account got charged twice for my bill ,0
34953,Phone acting up. Would not allow me to type the code 😡,0
8763,Checking on a order,0
22755,"Hello my name is jamiera and I am having problems calling, texting, and face timing without wifi and I have unlimited text talk and data",0
27832,hi i wanted to remove the insurance on my line ending in8499,0
21802,Why I don't qualify for international calls ,0
10952,"I need to remove this from my plan please: Sprint Complete - protection for smartphone - Includes insurance
",0
10503,we want to remove sprint complete from our phones,0
28589,Hi- i need to remove sprint complete from my account for device ending in 6958 and add it to device ending in 3993,0
19726,I am trying to activate a replacement phone ,0
6129,Hi! Can you help me get started with my new phone?,0
20888,"Hello I’m looking to cancel my monthly device protection, I bought the phone out right from Apple and no longer need the protection for having a financed phone ",0
1216,"When one of the phones on my plan was upgraded, the insurance was supposed to be canceled, but it wasn't. I was told by Sprint customer service that I had to get that canceled/credited by your dept.",0
238,"I dropped my phone, the back of it cracked.  It still works but will not charge with a cable. This is essential to me. Am I covered and what do I do if I am?
",0
13053,tryin to activate my repair phone,0
26675,How do I get my free hulu,0
7650,Relating my iPhone screen,0
31660,What happens when my hotspot maxes out,0
35045,please remove the insurance,0
21492,Hi there. I would like to cancel my careplan for my Iphone Max. ,0
28869,I need to remove Sprint Complete protection from one more line: SSN0,0
1515,How do I get back into my Apple ID? I don’t have access to my Authentication number anymore ,0
13626,Hey is this chat for sprint billing?,0
9155,"I have been having connection issues lately. Is there an issue in southington, ct?",0
31455,Thank you you as well bye bye,0
22856,I need to cancel sprint complete on a device i have.,0
31698,"hi, how much would a phone repair be",0
31360,I'd like to discontinue the Sprint Complete Insurance,0
31725,"Hey Tech Expert, I have a question:",0
366,I was double charged for my new account...,0
991,Hi! Can you help me get started with my new phone?,0
36547,My phone was screen is malfunctioning everytime i plug in my earphones. ,0
2074,Hi! Can you help me get started with my new phone?,0
4503,Hello ,0
28623,I would like to move sprint complete from phone number DIGIT_REDACTION,0
21201,No sprint network,0
